sku,ean,sku_manufacturer,brand,category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,weight,length,width,height,DisplayWeight,volume
S91111878,4260052191187,S91111878,Autres,Bricolage,Fonte di Alimentazione Be Quiet! BP003EU 750 W 80 Plus Gold,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Fonte di Alimentazione Be Quiet! BP003EU 750 W 80 Plus Gold</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Fonte di Alimentazione</li><li>Cablata</li></ul></li><li>Prodotto plug-in: Sì</li><li>Tipo di presa: Spina EU</li><li>Ventilatore: <ul><li>Ø 12 cm</li><li>x 1</li><li>1</li><li>12 cm</li></ul></li><li>Include: <ul><li>Viti</li><li>Fascette in Nylon</li></ul></li><li>Frequenza: 50/60 Hz</li><li>Voltaggio: <ul><li>100-240V</li><li>100 - 240 V</li></ul></li><li>Connessioni: <ul><li>SATA x 6</li><li>20+4 pin ATX</li><li>4+4 pin</li><li>4-pin x 1</li><li>6+2 pin x 3</li><li>24 PIN x 1</li><li>Molex 4 PIN x 1</li></ul></li><li>Caratteristiche: <ul><li>Protezione contro il surriscaldamento</li><li>Interruttore di accensione e spegnimento</li><li>Protezione da corto circuito</li><li>Protezione da sovratensioni</li><li>PFC Attivo</li><li>Protezione da sovratensione</li><li>Protezione da sottotensione</li><li>Interruttore On /Off</li></ul></li><li>Colore: Nero</li><li>Uso consigliato: <ul><li>PC da Tavolo</li><li>PC</li></ul></li><li>Fattore di forma: ATX</li><li>Potenza: 750 W</li><li>Certificato: <ul><li>80 Plus Gold</li><li>RoHS</li><li>CE</li><li>WEEE</li></ul></li><li>Fonte di Alimentazione: Cavo AC</li><li>Amperaggio: <ul><li>5 A</li><li>10 A</li></ul></li><li>Frequenza di ingresso AC: 50-60 Hz</li><li>Alto: 15 cm</li><li>Precisione (umidità relativa): 0 % - 90 %</li><li>Temperatura approssimativa: - 20ºC / 70°C</li><li>Lunghezza del cavo: 600 cm</li></ul>",https://cdnbigbuy.com/images/4260052191187_S91111878_P00.jpg,https://cdnbigbuy.com/images/4260052191187_S91111878_P10.jpg,https://cdnbigbuy.com/images/4260052191187_S91111878_P20.jpg,https://cdnbigbuy.com/images/4260052191187_S91111878_P30.jpg,,155.41,1,1,25,1,Generale,5#7,3.21,22.3,21.2,14.2,3.21,6713.19
M1205264,3660354075146,M1205264,Autres,Bricolage,Punta da trapano Guillet 920 mm SDS Max,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Punta da trapano Guillet 920 mm SDS Max</b> al miglior prezzo.<br><br><ul><li>Tipo di ancoraggio: SDS Max</li><li>Tipo: Punta da trapano</li><li>Dimensioni appross.: 920 mm</li><li>Diametro: 42 mm</li></ul>",https://cdnbigbuy.com/images/3660354075146_M1205264_P00.jpg,https://cdnbigbuy.com/images/3660354075146_M1205264_P10.jpg,,,,224.75,1,1,1,1,Generale,5#7,3.9,5.2,5.2,95.0,3.9,2568.8
S7238775,4250831998618,S7238775,Autres,Bricolage,Montatura per Occhiali Unisex Liebeskind Berlin 11039-00500 51,"Se stai pensando di rinnovare il tuo armadio, compra <b>Montatura per Occhiali Unisex Liebeskind Berlin 11039-00500 51</b> e altri <b>prodotti Liebeskind Berlin</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><br><ul><li>Genere: Unisex</li><li>Caratteristiche: Lenti non graduate</li><li>Tipo: Montatura per Occhiali</li></ul>",https://cdnbigbuy.com/images/4250831998618_S7238775_P01.jpg,https://cdnbigbuy.com/images/4250831998618_S7238775_P31.jpg,https://cdnbigbuy.com/images/4250831998618_S7238775_P41.jpg,https://cdnbigbuy.com/images/4250831998618_S7238775_P11.jpg,,67.21,1,1,25,1,Generale,5#7,0.29,9.9,9.9,9.9,0.29,970.3
S9917820,8436586743444,S9917820,Autres,Bricolage,Tastiera e Mouse Subblim SUBKBC-DCOPW2 Nero,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Tastiera e Mouse Subblim SUBKBC-DCOPW2 Nero</b> al miglior prezzo.<br><br><p>Il <b>combo OFFICE PROWAVE</b> di Subblim è un set integrato di <b>tastiera e mouse</b> progettato per utenti che cercano efficienza e versatilità in ambienti d’ufficio o per uso domestico. Questo set si distingue per la <b>connettività Bluetooth</b>, che consente una connessione wireless stabile e senza cavi, facilitando la mobilità e riducendo l’ingombro sulla scrivania. La <b>tastiera</b> presenta un layout QWERTY in spagnolo e include un <b>tastierino numerico</b> dedicato, ideale per chi esegue attività che richiedono l’inserimento rapido di dati numerici, aumentando produttività e comfort nel lavoro amministrativo o contabile. L’intero set è proposto in un elegante <b>colore nero</b>, che conferisce sobrietà e si adatta facilmente a qualsiasi spazio di lavoro. Il <b>mouse</b> incluso ha una precisione configurabile fino a <b>3200 DPI</b>, garantendo un controllo preciso del cursore sia in attività d’ufficio sia in contesti che richiedono maggiore accuratezza, adatto a utenti che necessitano comodità ed efficienza nel movimento. Grazie alla configurazione duale e alle funzionalità offerte, questa soluzione è pratica e moderna per ambienti professionali e personali dove spazio e connettività sono fondamentali. In sintesi, il set Subblim OFFICE PROWAVE combina caratteristiche tecniche e design funzionale per massimizzare le prestazioni nelle attività informatiche quotidiane.</p><br><br><ul><li>Tipo: <ul><li>Tastiera e Mouse</li><li>Tastiera numerica</li><li>Poggiapolsi</li><li>Tastiera 105 Tasti</li></ul></li><li>Colore: Nero</li><li>Materiale: ABS</li><li>Caratteristiche: <ul><li>Regolabile</li><li>Controllo facile con 6 tasti</li><li>Plug and play</li><li>Rotella di scorrimento</li><li>Tasti multimediali</li></ul></li><",https://cdnbigbuy.com/images/8436586743444_S9917820_P01.jpg,https://cdnbigbuy.com/images/8436586743444_S9917820_P31.jpg,https://cdnbigbuy.com/images/8436586743444_S9917820_P41.jpg,https://cdnbigbuy.com/images/8436586743444_S9917820_P11.jpg,,58.77,1,1,4,1,Generale,5#7,1.06,53.0,21.5,5.0,1.06,5697.5
S3626048,4899888635338,S3626048,Autres,Bricolage,Tovaglia antimacchia Kinvara AZULEJO-B Beige Tela Antimacchia Piastrella 140 x 180 cm (6 Unità),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Tovaglia antimacchia Kinvara AZULEJO-B Beige Tela Antimacchia Piastrella 140 x 180 cm (6 Unità)</b> al miglior prezzo.<br><br><p>Il <b>tovaglia antimacchia Kinvara</b> in colore <b>beige</b> è un capo tessile progettato per proteggere e valorizzare qualsiasi tavolo con funzionalità e stile. Realizzato in <b>loneta</b>, un tessuto robusto e resistente, combina un <b>70% di cotone</b> che dona morbidezza e naturalezza, con un <b>30% di poliestere</b> che assicura durata e facilità di manutenzione. La sua finitura antimacchia offre una protezione efficace contro liquidi e sporco, facilitando una pulizia rapida e pratica, ideale per l’uso quotidiano in casa o eventi. Presenta un elegante <b>design a piastrella</b>, che conferisce un tocco decorativo sobrio e versatile, adatto a completare diversi stili di arredamento. Con ampie dimensioni di <b>140 x 180 cm</b>, si adatta perfettamente a tavoli standard, garantendo una copertura completa e comoda. La sua texture e composizione assicurano un equilibrio perfetto tra funzionalità ed estetica, rendendo questa tovaglia un’opzione di rilievo per chi cerca qualità e praticità senza rinunciare a un design contemporaneo. Questa tovaglia Kinvara si posiziona come una soluzione affidabile e funzionale per mantenere la tavola impeccabile in ogni occasione.</p><br><br><ul><li>Tipo: <ul><li>Casa</li><li>Tovaglia</li></ul></li><li>Materiale: Tela</li><li>Caratteristiche: Antimacchia</li><li>Design: Piastrella</li><li>Dimensioni appross.: <ul><li>140 x 180 cm</li><li>28 x 1,5 x 43 cm</li></ul></li><li>Colore: Beige</li><li>Adatto per: Ferro</li><li>Composizione: <ul><li>70 % cotone</li><li>30 % Poliestere</li></ul></li><li>Unità: 6 Unità</li><li>Grammatura: 170 g/m²</li><li>Istruzioni per il lavaggio: <ul><li>Non utilizzare candeggina</li><li>Pulizia a secco</li><li>Lavabili 30º</li></ul></",https://cdnbigbuy.com/images/S3626048_P1_WBG_icon1.jpg,https://cdnbigbuy.com/images/S3626048_P1_WBG1.jpg,https://cdnbigbuy.com/images/S3626048_P0_WBG1.jpg,,,53.7,1,1,50,1,Generale,5#7,3.4,37.0,29.0,10.5,3.4,11266.5
S0360239,8031301762702,S0360239,Autres,Bricolage,Orologio Donna Chronotech CT7280B-03 (Ø 33 mm),"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Donna Chronotech CT7280B-03 (Ø 33 mm)</b> al miglior prezzo.<br><br><ul><li>Genere: Donna</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Materiale del cinturino: Pelle</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Impermeabilità: 5 atm</li><li>Include: Include confezione della marca</li><li>Tipo di chiusura: Fibbia</li><li>Colore del quadrante: Nero</li><li>Colore della custodia dell'orologio: Argentato</li><li>Colore del cinturino: Nero</li><li>Diametro della cassa dell'orologio: Ø 33 mm</li></ul>",https://cdnbigbuy.com/images/8031301762702_S0360239_P03.jpg,https://cdnbigbuy.com/images/8031301762702_S0360239_P13.jpg,https://cdnbigbuy.com/images/56617_mandatory-watch3.jpg,,,21.25,1,1,5,1,Generale,5#7,0.4,32.0,19.0,10.0,0.4,6080.0
S4308127,8412688504084,S4308127,Autres,Bricolage,Raccoglitore ad anelli Munich College Grigio A4 (27 x 33 x 6 cm),Torna in ufficio senza dimenticarti di nulla! Compra <b>Raccoglitore ad anelli Munich College Grigio A4 (27 x 33 x 6 cm)</b> e sarai l'invidia dei tuoi colleghi!<br><br><ul><li>Tipo: <ul><li>Raccoglitore ad anelli</li><li>Per la scuola</li></ul></li><li>Colore: Grigio</li><li>Dimensione: A4</li><li>Larghezza: 60 mm</li><li>Caratteristiche: Copertura dura</li><li>Anelli: 4 Anelli (40 mm)</li><li>Dimensioni appross.: 27 x 33 x 6 cm</li></ul>,https://cdnbigbuy.com/images/8412688504084_S4308127_P11.jpg,https://cdnbigbuy.com/images/8412688504084_S4308127_P01.jpg,,,,6.22,1,1,24,1,Generale,5#7,0.24,6.0,27.0,33.0,0.24,5346.0
S2711259,8414793716543,S2711259,Autres,Bricolage,Borsa Termica Quid Sugar Portamerenda Grigio 23 x 15 x 15 cm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Borsa Termica Quid Sugar Portamerenda Grigio 23 x 15 x 15 cm</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Portatile</li><li>Portamerenda</li></ul></li><li>Colore: Grigio</li><li>Caratteristiche: <ul><li>Con manici</li><li>Pulire con panno bagnato</li></ul></li><li>Tipo di chiusura: Cerniera</li><li>Dimensioni appross.: 23 x 15 x 15 cm</li></ul>",https://cdnbigbuy.com/images/8414793716543_S2711259_P72.jpg,https://cdnbigbuy.com/images/8414793716543_S2711259_P62.jpg,https://cdnbigbuy.com/images/8414793716543_S2711259_P52.jpg,https://cdnbigbuy.com/images/8414793716543_S2711259_P32.jpg,,10.33,1,1,50,1,Generale,5#7,0.2,33.0,15.5,3.0,0.2,1534.5
S0386374,0716736774190,S0386374,Autres,Bricolage,Montatura per Occhiali Uomo Under Armour UA-5011-G-2W8F418 Grigio ø 54 mm,"Se stai pensando di rinnovare il tuo armadio, compra <b>Montatura per Occhiali Uomo Under Armour UA-5011-G-2W8F418 Grigio ø 54 mm</b> e altri <b>prodotti Under Armour</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><br><ul><li>Genere: Uomo</li><li>Caratteristiche: Lenti non graduate</li><li>Tipo: Montatura per Occhiali</li><li>Colore: Grigio</li><li>Materiale: Acetato</li><li>Include: Include custodia o copertura del marchio</li><li>Ponte: 18 mm</li><li>Stanghette: 145 mm</li><li>Lenti: ø 54 mm</li></ul>",https://cdnbigbuy.com/images/0716736774190_S0386374_P00.jpg,https://cdnbigbuy.com/images/0716736774190_S0386374_P10.jpg,https://cdnbigbuy.com/images/0716736774190_S0386374_P20.jpg,,,49.33,1,1,2,1,Generale,5#7,0.3,10.0,10.0,10.0,0.3,1000.0
S7117519,3425901106731,S7117519,Autres,Bricolage,Olio di motore Total QUARTZ 7000 DIESEL 10W40 5 L 10W40,Attrezza il tuo veicolo con le ultime novità del settore! Compra <b>Olio di motore Total QUARTZ 7000 DIESEL 10W40 5 L 10W40</b> e fai in modo che non ti manchi nulla!<br><br><ul><li>Viscosità SAE: 10W40</li><li>Capacità: 5 L</li><li>Uso consigliato: Macchina</li></ul>,https://cdnbigbuy.com/images/3425901106731_S7117519_P01.jpg,,,,,86.41,1,1,2,1,Generale,5#7,4.55,12.5,21.9,30.0,4.55,8212.5
S0369075,5334323620030,S0369075,Autres,Bricolage,Borsa Donna Lefties 5334-323-620 Rosa 47 x 40 cm,Ti piace essere alla moda e sei un amante degli accessori? Ti presentiamo <b>Borsa Donna Lefties 5334-323-620 Rosa 47 x 40 cm</b> e una vasta gamma di borse e portafogli per essere sempre all'avanguardia!<br><br><ul><li>Tipo: Borsa Donna</li><li>Genere: Donna</li><li>Colore: Rosa</li><li>Composizione: Stoffa</li><li>Include: Include custodia o copertura del marchio</li><li>Dimensioni appross.: 47 x 40 cm</li></ul>,https://cdnbigbuy.com/images/S0369075_P00.jpg,,,,,12.14,1,1,1,1,Generale,5#7,0.3,10.0,10.0,10.0,0.3,1000.0
S64177046,4067891846915,S64177046,Autres,Bricolage,Pallone da Calcio Adidas 2024 Mls Club Ball Bianco Taglia 5,Mettiti in forma e scopri le ultime novità del settore per fare sport con le migliori garanzie! Compra <b>Pallone da Calcio Adidas 2024 Mls Club Ball Bianco Taglia 5</b> al miglior prezzo e goditi una vita salutare!<br><br><ul><li>Tipo: Pallone da Calcio</li><li>Colore: Bianco</li><li>Genere: Unisex</li><li>Età consigliata: Adulti</li><li>Dimensione della palla: Taglia 5</li></ul>,https://cdnbigbuy.com/images/4067891846915_S64177046_P00.jpg,https://cdnbigbuy.com/images/4067891846915_S64177046_P20.jpg,https://cdnbigbuy.com/images/4067891846915_S64177046_P30.jpg,https://cdnbigbuy.com/images/176982_tallas-pelotas0.jpg,,23.72,1,1,5,1,Generale,5#7,0.59,19.76,22.89,20.35,0.59,9204.44
M1201454,4007140114310,M1201454,Autres,Bricolage,Punta cava RUKO 58 mm Weldon,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Punta cava RUKO 58 mm Weldon</b> al miglior prezzo.<br><br><ul><li>Materiale: <ul><li>Acciaio ad alta velocità (HSS)</li><li>Acciaio inossidabile</li></ul></li><li>Tipo: <ul><li>Punta cava</li><li>Punta da trapano</li></ul></li><li>Tipo di ancoraggio: Weldon</li><li>Diametro: 58 mm</li><li>Uso consigliato: Multiuso</li></ul>",https://cdnbigbuy.com/images/4007140114310_M1201454_P00.jpg,https://cdnbigbuy.com/images/4007140114310_M1201454_P10.jpg,,,,254.01,1,1,1,1,Generale,5#7,0.45,9.5,6.0,6.0,0.45,342.0
S72104298,4954628253484,S72104298,Autres,Bricolage,Orologio Uomo Seiko SUR575P1,"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Uomo Seiko SUR575P1</b> al miglior prezzo.<br><br><ul><li>Genere: Uomo</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li></ul>",https://cdnbigbuy.com/images/4954628253484_S72104298_P00.jpg,https://cdnbigbuy.com/images/103310_mandatory-watch0.jpg,,,,425.99,1,1,2,1,Generale,5#7,0.3,14.15,12.43,10.11,0.3,1778.19
S7907808,8718699681111,S7907808,Autres,Bricolage,Lampadario Philips Plafón Bianco Metallo/Plastica 2100 W 10 W (4000 K),"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampadario Philips Plafón Bianco Metallo/Plastica 2100 W 10 W (4000 K)</b> potrai farlo.</p><br><br><ul><li>Dimensioni appross.: 25 x 6,8 cm</li><li>Classificazione IP: IP20</li><li>Temperatura di colore: 4000 K</li><li>Tipo: <ul><li>Lampadario</li><li>Lampada da soffitto</li></ul></li><li>Colore: Bianco</li><li>Materiale: <ul><li>Metallo/Plastica</li><li>Plastica</li></ul></li><li>Classificazione energetica: <ul><li>A+</li><li>A++</li></ul></li><li>Potenza: <ul><li>2100 W</li><li>10 W</li></ul></li><li>Voltaggio: <ul><li>240 V</li><li>220-240 V</li></ul></li><li>Flusso luminoso: 1100 Lm</li><li>Profondità: 25 cm</li><li>Forma: Rotondo</li><li>Tecnologia: LED</li><li>Funziona a batterie: Sì</li><li>Fonte di Alimentazione: Corrente alternata</li><li>Tipo di lampadina: Bombilla incluida</li></ul>",https://cdnbigbuy.com/images/8718699681111_S7907808_P02.jpg,https://cdnbigbuy.com/images/8718699681111_S7907808_P12.jpg,,,,21.74,1,1,25,1,Generale,5#7,0.43,28.0,28.0,7.0,0.43,5488.0
S7167612,3165140850247,S7167612,Autres,Bricolage,Livella laser BOSCH  ,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Livella laser BOSCH  </b> al miglior prezzo.<br><br><ul><li>Funziona a batterie: <ul><li>Sì</li><li>3 x AA, non incluse</li></ul></li><li>Batterie incluse: Sì</li><li>Batteria: Batterie Alcaline</li></ul>",https://cdnbigbuy.com/images/3165140850247_S7167612_P01.jpg,https://cdnbigbuy.com/images/3165140850247_R41.jpg,https://cdnbigbuy.com/images/3165140850247_S7167612_P41.jpg,https://cdnbigbuy.com/images/3165140850247_R51.jpg,,181.92,1,1,19,1,Generale,5#7,1.05,22.8,17.8,9.8,1.05,3977.23
S3057897,8424002146955,S3057897,Autres,Bricolage,Lampadario Home ESPRIT Marrone 70 x 70 x 47 cm,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampadario Home ESPRIT Marrone 70 x 70 x 47 cm</b> potrai farlo.</p><br><br><ul><li>Tipo: Lampadario</li><li>Colore: Marrone</li><li>Materiale: <ul><li>Juta</li><li>Metallo</li></ul></li><li>Design: Città</li><li>Non Include: Lampadina</li><li>Dimensioni appross.: 70 x 70 x 47 cm</li></ul>",https://cdnbigbuy.com/images/8424002146955_S3057897_P40.jpg,https://cdnbigbuy.com/images/8424002146955_S3057897_P20.jpg,https://cdnbigbuy.com/images/8424002146955_S3057897_P30.jpg,https://cdnbigbuy.com/images/8424002146955_S3057897_P50.jpg,,168.41,1,1,2,1,Generale,5#7,5.0,72.0,49.0,72.0,5.0,254016.0
S7924176,5901828855313,S7924176,Autres,Bricolage,Diffusore per Annaffiare Cellfast Metallo 6 BAR,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Diffusore per Annaffiare Cellfast Metallo 6 BAR</b> al miglior prezzo.<br><br><ul><li>Tipo: Spruzzatore</li><li>Caratteristiche: <ul><li>Rotazione</li><li>Rotazione di 360°</li><li>Regolabile</li><li>Valvola di controllo della pressione</li><li>Emergente</li><li>Settoriale</li></ul></li><li>Colore: <ul><li>in metallo</li><li>Argentato</li></ul></li><li>Materiale: Metallo</li><li>Pressione: 6 BAR</li></ul>",https://cdnbigbuy.com/images/5901828855313_S7924176_P00.jpg,https://cdnbigbuy.com/images/5901828855313_S7924176_P10.jpg,https://cdnbigbuy.com/images/5901828855313_S7924176_P20.jpg,https://cdnbigbuy.com/images/5901828855313_S7924176_P30.jpg,,34.11,1,1,5,1,Generale,5#7,0.52,17.95,21.64,13.95,0.52,5418.71
S4309200,8412688542796,S4309200,Autres,Bricolage,Trolley per la Scuola Real Valladolid C.F. Viola 32 x 44 x 16 cm,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Trolley per la Scuola Real Valladolid C.F. Viola 32 x 44 x 16 cm</b> al miglior prezzo.<br><br><ul><li>Tipo: Trolley per la Scuola</li><li>Genere: Per bambini</li><li>Stile: Casual</li><li>Colore: Viola</li><li>Caratteristiche: <ul><li>Spalline imbottite</li><li>Imbottitura ergonomica</li><li>Carrello Estraibile</li><li>Manico superiore</li><li>Sistema di regolazione</li></ul></li><li>Design: Sportivo</li><li>Altezza: 85 cm</li><li>Composizione: Poliestere 600D</li><li>Tipo di chiusura: Cerniera</li><li>Compartimenti: <ul><li>2 Compartimenti</li><li>Tasca laterale per bottiglia x 2</li></ul></li><li>Dimensioni appross.: 32 x 44 x 16 cm</li></ul>",https://cdnbigbuy.com/images/8412688542796_S4309200_P00.jpg,https://cdnbigbuy.com/images/8412688542796_S4309200_P10.jpg,https://cdnbigbuy.com/images/8412688542796_S4309200_P20.jpg,,,52.78,1,1,25,1,Generale,5#7,2.74,37.83,40.65,37.36,2.74,57451.82
S7160611,4006501521224,S7160611,Autres,Bricolage,Ricambio per Mocio Leifheit Clean Twist M Ergo Super Soft 52122 Poliestere,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Ricambio per Mocio Leifheit Clean Twist M Ergo Super Soft 52122 Poliestere</b> al miglior prezzo.<br><br><ul><li>Caratteristiche: <ul><li>Lavabili</li><li>Assorbente</li></ul></li><li>Uso consigliato: Gres, Terrazzo, Parquet e Marmo</li><li>Colore: Azzurro</li><li>Materiale: Poliestere</li></ul>",https://cdnbigbuy.com/images/4006501521224_S7160611_P01.jpg,https://cdnbigbuy.com/images/4006501521224_I81.jpg,https://cdnbigbuy.com/images/4006501521224_I61.jpg,https://cdnbigbuy.com/images/4006501521224_S7160611_P51.jpg,,35.35,1,1,8,1,Generale,5#7,0.06,25.6,13.2,1.6,0.06,540.67
